SessionId,ItemId,Time
154,6,217294170
154,7,217294170
155,1,1468800
155,2,129340800
155,3,193536000
155,7,207614284
156,7,207159570
156,1,218678400
156,2,221702400
156,3,221702400
156,5,222307200
156,4,222307200
157,2,202348800
157,3,202608000
157,7,208380704
157,1,212198400
158,2,119059200
158,3,147916800
158,10,216313200
158,10,216316800
159,4,213580800
159,2,213580800
159,3,216086400
159,5,216086400
160,2,211161600
160,4,211161600
160,5,213494400
160,3,213667200
161,2,123811200
161,1,165110400
161,3,173491200
161,6,213692570
162,2,123811200
162,1,165110400
162,3,173491200
162,6,213692570
163,2,123811200
163,1,165110400
163,3,173491200
163,6,213692570
164,2,123811200
164,1,165110400
164,3,173491200
164,6,213692570
165,2,123811200
165,1,165110400
165,3,173491200
165,6,213692570
166,2,123811200
166,1,165110400
166,3,173491200
166,6,213692570
167,2,123811200
167,1,165110400
167,3,173491200
167,6,213692570
168,2,123811200
168,1,165110400
168,3,173491200
168,6,213692570
169,2,123811200
169,1,165110400
169,3,173491200
169,6,213692570
170,2,123811200
170,1,165110400
170,3,173491200
170,6,213692570
171,2,123811200
171,1,165110400
171,3,173491200
171,6,213692570
172,2,123811200
172,1,165110400
172,3,173491200
172,6,213692570
173,2,123811200
173,1,165110400
173,3,173491200
173,6,213692570
174,2,123811200
174,1,165110400
174,3,173491200
174,6,213692570
175,2,123811200
175,1,165110400
175,3,173491200
175,6,213692570
176,2,123811200
176,1,165110400
176,3,173491200
176,6,213692570
177,2,123811200
177,1,165110400
177,3,173491200
177,6,213692570
178,2,123811200
178,1,165110400
178,3,173491200
178,6,213692570
179,1,181958400
179,2,200880000
179,3,208396800
179,6,224357977
180,1,181958400
180,2,200880000
180,3,208396800
180,6,224357977
181,4,221529600
181,2,221529600
181,5,223948800
181,3,226627200
182,2,159408000
182,3,194313600
182,7,208465682
182,6,208465682
182,1,215568000
183,1,16502400
183,2,159148800
183,3,161568000
183,10,211557600
184,2,144720000
184,7,208777884
184,3,209692800
184,10,215892000
185,6,208566925
185,7,208566925
185,2,213408000
185,3,216259200
186,10,211532400
186,10,211536000
186,10,217645200
186,10,217702800
186,10,217713600
186,6,220707117
186,7,220707117
187,10,211532400
187,10,211536000
187,10,217645200
187,10,217702800
187,10,217713600
187,7,220707117
187,6,220707117
188,2,218160000
188,1,218160000
188,4,218160000
188,6,218313617
188,7,218313617
188,5,219888000
189,2,218160000
189,1,218160000
189,4,218160000
189,7,218313617
189,6,218313617
189,5,219888000
190,2,140918400
190,3,144806400
190,6,208446658
190,7,208446658
191,2,137116800
191,3,165715200
191,10,196851600
191,10,210315600
192,2,157075200
192,3,161827200
192,6,208900880
192,7,208900880
192,1,219801600
193,2,136857600
193,3,169084800
193,1,200620800
193,7,216307447
193,6,216307447
194,1,73785600
194,2,104284800
194,7,201576096
194,6,201576096
195,1,73785600
195,2,104284800
195,6,201576096
195,7,201576096
196,2,114739200
196,3,119145600
196,6,205362344
196,7,205362344
197,2,114739200
197,3,119145600
197,7,205362344
197,6,205362344
198,2,114739200
198,3,119145600
198,7,205362344
198,6,205362344
199,2,114739200
199,3,119145600
199,7,205362344
199,6,205362344
200,2,114739200
200,3,119145600
200,7,205362344
200,6,205362344
201,2,114739200
201,3,119145600
201,6,205362344
201,7,205362344
202,2,114739200
202,3,119145600
202,6,205362344
202,7,205362344
203,2,114739200
203,3,119145600
203,6,205362344
203,7,205362344
204,2,204249600
204,7,208738434
204,6,208738434
204,3,218764800
205,2,149385600
205,3,208137600
205,7,208914580
205,6,208914580
206,2,149385600
206,3,208137600
206,6,208914580
206,7,208914580
207,2,149385600
207,3,208137600
207,6,208914580
207,7,208914580
208,2,149385600
208,3,208137600
208,6,208914580
208,7,208914580
209,2,149385600
209,3,208137600
209,6,208914580
209,7,208914580
210,1,20736000
210,2,111628800
210,3,145065600
210,10,196858800
211,2,195177600
211,3,207878400
211,7,208612110
211,6,208612110
212,2,160704000
212,7,208553492
212,6,208553492
212,3,224208000
213,2,84153600
213,3,86745600
213,6,217014105
213,7,217014105
214,2,84153600
214,3,86745600
214,6,217014105
214,7,217014105
215,2,84153600
215,3,86745600
215,6,217014105
215,7,217014105
216,2,84153600
216,3,86745600
216,6,217014105
216,7,217014105
217,2,84153600
217,3,86745600
217,6,217014105
217,7,217014105
218,2,84153600
218,3,86745600
218,7,217014105
218,6,217014105
219,2,143856000
219,3,144460800
219,10,210326400
219,10,210373200
220,1,41731200
220,10,210394800
220,10,210452400
220,10,217710000
221,2,110851200
221,3,146707200
221,7,208734961
221,6,208734961
222,2,172454400
222,3,179280000
222,1,205718400
222,10,210409200
223,2,156643200
223,7,208731387
223,6,208731387
223,3,216086400
224,2,125539200
224,3,128044800
224,1,208483200
224,7,209312482
225,2,178848000
225,3,202867200
225,6,206021900
225,7,206021900
226,2,154569600
226,3,163123200
226,4,216777600
226,5,219369600
227,10,196833600
227,10,210297600
227,10,210330000
227,10,210369600
227,10,217706400
228,2,144460800
228,3,147139200
228,7,208722598
228,6,208722598
229,10,211539600
229,10,211564800
229,10,211572000
229,10,211582800
230,2,155347200
230,3,162777600
230,6,205339074
230,7,205339074
231,2,155347200
231,3,162777600
231,6,205339074
231,7,205339074
232,2,96595200
232,3,98409600
232,7,211194518
232,6,211194518
233,2,96595200
233,3,98409600
233,6,211194518
233,7,211194518
234,1,432000
234,2,147052800
234,3,172022400
234,7,207606022
235,2,85190400
235,3,87868800
235,1,190252800
235,6,224636369
236,2,85190400
236,3,87868800
236,1,190252800
236,6,224636369
237,2,164332800
237,3,176774400
237,7,208736921
237,6,208736921
238,2,164332800
238,3,176774400
238,7,208736921
238,6,208736921
239,2,165196800
239,3,203126400
239,1,203126400
239,6,209255954
239,7,209255954
240,1,23414400
240,2,131760000
240,3,140832000
240,7,216249524
240,6,216249524
241,2,190339200
241,3,200620800
241,10,210355200
241,10,211543200
242,2,143596800
242,3,146016000
242,6,200939658
242,7,200939658
243,2,104803200
243,3,107222400
243,6,208549039
243,7,208549039
244,2,108691200
244,3,152323200
244,7,202421322
244,6,202421322
245,2,169862400
245,3,177552000
245,1,177897600
245,7,217992209
246,2,200793600
246,3,203212800
246,4,216259200
246,5,218678400
247,6,207748761
247,7,207748761
247,4,218246400
247,5,218246400
248,6,207748761
248,7,207748761
248,4,218246400
248,5,218246400
249,2,149299200
249,3,179798400
249,4,224035200
249,5,226195200
250,2,163641600
250,3,165715200
250,7,207156039
250,6,207156039
251,2,163641600
251,3,165715200
251,6,207156039
251,7,207156039
252,2,163641600
252,3,165715200
252,6,207156039
252,7,207156039
253,2,151977600
253,3,154483200
253,7,203512156
253,6,203512156
253,4,213667200
254,2,151977600
254,3,154483200
254,6,203512156
254,7,203512156
254,4,213667200
255,2,151977600
255,3,154483200
255,7,203512156
255,6,203512156
255,4,213667200
256,2,151977600
256,3,154483200
256,7,203512156
256,6,203512156
256,4,213667200
257,2,151977600
257,3,154483200
257,7,203512156
257,6,203512156
257,4,213667200
258,2,151977600
258,3,154483200
258,7,203512156
258,6,203512156
258,4,213667200
259,2,151977600
259,3,154483200
259,7,203512156
259,6,203512156
259,4,213667200
260,2,151977600
260,3,154483200
260,7,203512156
260,6,203512156
260,4,213667200
261,2,151977600
261,3,154483200
261,7,203512156
261,6,203512156
261,4,213667200
262,2,151977600
262,3,154483200
262,6,203512156
262,7,203512156
262,4,213667200
263,2,151977600
263,3,154483200
263,6,203512156
263,7,203512156
263,4,213667200
264,1,13305600
264,2,123811200
264,3,125971200
264,6,208666195
264,7,208666195
265,1,13305600
265,2,123811200
265,3,125971200
265,6,208666195
265,7,208666195
266,2,150940800
266,3,177292800
266,6,218031702
266,7,218031702
267,2,150940800
267,3,177292800
267,7,218031702
267,6,218031702
268,2,150940800
268,3,177292800
268,7,218031702
268,6,218031702
269,2,150940800
269,3,177292800
269,6,218031702
269,7,218031702
270,2,150940800
270,3,177292800
270,6,218031702
270,7,218031702
271,2,150940800
271,3,177292800
271,7,218031702
271,6,218031702
272,2,150940800
272,3,177292800
272,7,218031702
272,6,218031702
273,2,150940800
273,3,177292800
273,7,218031702
273,6,218031702
274,2,150940800
274,3,177292800
274,7,218031702
274,6,218031702
275,2,150940800
275,3,177292800
275,6,218031702
275,7,218031702
276,2,140745600
276,3,174528000
276,7,208739533
276,6,208739533
277,2,184723200
277,3,187315200
277,6,213633947
277,7,213633947
278,2,184723200
278,3,187315200
278,6,213633947
278,7,213633947
279,2,208656000
279,3,209865600
279,7,216305057
279,6,216305057
280,2,133401600
280,6,202485992
280,7,202485992
280,3,215827200
281,2,125884800
281,3,155779200
281,7,208995947
281,6,208995947
282,1,4924800
282,2,145929600
282,3,162691200
282,4,218419200
282,5,219196800
283,10,210430800
283,4,224121600
283,2,224121600
283,3,226886400
283,5,226886400
284,2,169689600
284,3,176169600
284,7,219746034
284,6,219746034
285,2,157075200
285,3,159667200
285,7,207940195
285,6,207940195
286,2,157075200
286,3,159667200
286,6,207940195
286,7,207940195
287,2,157075200
287,3,159667200
287,6,207940195
287,7,207940195
288,2,105753600
288,3,105753600
288,4,224985600
288,5,227232000
289,2,83894400
289,3,121824000
289,6,208527862
289,7,208527862
290,2,94780800
290,3,96249600
290,1,179366400
290,6,209502476
290,7,209502476
291,2,125712000
291,3,139449600
291,6,208646775
291,7,208646775
292,10,196848000
292,10,196855200
292,10,211564800
292,2,215222400
292,3,219110400
293,2,139363200
293,3,153360000
293,7,213613383
293,6,213613383
294,2,139363200
294,3,153360000
294,6,213613383
294,7,213613383
295,2,140832000
295,3,143251200
295,6,201024470
295,7,201024470
296,2,140832000
296,3,143251200
296,7,201024470
296,6,201024470
297,2,140832000
297,3,143251200
297,6,201024470
297,7,201024470
298,2,140832000
298,3,143251200
298,7,201024470
298,6,201024470
299,2,140832000
299,3,143251200
299,7,201024470
299,6,201024470
300,2,140832000
300,3,143251200
300,6,201024470
300,7,201024470
301,2,140832000
301,3,143251200
301,6,201024470
301,7,201024470
302,2,140832000
302,3,143251200
302,6,201024470
302,7,201024470
303,2,140832000
303,3,143251200
303,6,201024470
303,7,201024470
304,2,103334400
304,3,148089600
304,6,209069081
304,7,209069081
305,2,153878400
305,7,208905726
305,6,208905726
305,10,211572000
306,7,208957126
306,6,208957126
306,2,214617600
306,4,216172800
306,3,221184000
307,1,48902400
307,4,216259200
307,5,221184000
307,2,221184000
308,11,197024400
308,11,206269200
308,11,207054000
308,11,208522800
308,11,209988000
308,11,210855600
308,11,212144400
308,11,212493600
309,6,205286833
309,2,207792000
309,4,211161600
309,3,220752000
310,6,205286833
310,2,207792000
310,4,211161600
310,3,220752000
311,6,205286833
311,2,207792000
311,4,211161600
311,3,220752000
312,6,205286833
312,2,207792000
312,4,211161600
312,3,220752000
313,6,205286833
313,2,207792000
313,4,211161600
313,3,220752000
314,6,205286833
314,2,207792000
314,4,211161600
314,3,220752000
315,6,205286833
315,2,207792000
315,4,211161600
315,3,220752000
316,6,205286833
316,2,207792000
316,4,211161600
316,3,220752000
317,6,205286833
317,2,207792000
317,4,211161600
317,3,220752000
318,6,205286833
318,2,207792000
318,4,211161600
318,3,220752000
319,2,201398400
319,3,202262400
319,6,223023421
319,7,223023421
320,2,192153600
320,3,205545600
320,4,222134400
320,5,224467200
321,2,150163200
321,3,156729600
321,7,208461038
321,6,208461038
322,2,108172800
322,3,140313600
322,6,208826914
322,7,208826914
323,2,152841600
323,3,154915200
323,7,209037804
323,6,209037804
324,2,220752000
324,4,220752000
324,5,221184000
324,3,222912000
325,1,6220800
325,2,182217600
325,6,201137830
325,7,201137830
325,3,205718400
326,2,88819200
326,3,132883200
326,6,209208091
326,7,209208091
327,1,83116800
327,2,107481600
327,3,154051200
327,6,208736369
327,7,208736369
328,2,187401600
328,10,206661600
328,10,210312000
328,10,210420000
328,3,226195200
329,2,115430400
329,3,118195200
329,6,208888142
329,7,208888142
330,2,214617600
330,4,214617600
330,5,216950400
330,3,223689600
331,2,88819200
331,3,92016000
331,6,207400519
331,7,207400519
332,2,88819200
332,3,92016000
332,6,207400519
332,7,207400519
333,2,88819200
333,3,92016000
333,7,207400519
333,6,207400519
334,2,88819200
334,3,92016000
334,7,207400519
334,6,207400519
335,2,88819200
335,3,92016000
335,7,207400519
335,6,207400519
336,2,88819200
336,3,92016000
336,6,207400519
336,7,207400519
337,2,88819200
337,3,92016000
337,7,207400519
337,6,207400519
338,2,88819200
338,3,92016000
338,6,207400519
338,7,207400519
339,10,208306800
339,10,210416400
339,10,210438000
339,10,210441600
340,2,142300800
340,3,192672000
340,4,213667200
340,5,216172800
341,2,88905600
341,3,91324800
341,1,152323200
341,7,223946973
341,6,223946973
342,2,88905600
342,3,91324800
342,1,152323200
342,6,223946973
342,7,223946973
343,2,119923200
343,3,158284800
343,6,208546853
343,7,208546853
344,1,21600000
344,2,85276800
344,3,135129600
344,6,208545213
344,7,208545213
345,1,90028800
345,2,125971200
345,3,161136000
345,10,196887600
346,1,4060800
346,2,155088000
346,3,160790400
346,10,206593200
347,10,208242000
347,10,211510800
347,10,211557600
347,6,213639704
347,7,213639704
348,1,45619200
348,2,219715200
348,4,219715200
348,3,222393600
348,5,222393600
349,2,141091200
349,3,170380800
349,10,211532400
349,10,211557600
350,1,129686400
350,2,164419200
350,3,184032000
350,7,219913717
351,2,97718400
351,3,100137600
351,10,211539600
351,10,211539600
351,10,211543200
352,1,121219200
352,2,133660800
352,3,136166400
352,6,222451924
352,7,222451924
353,1,121219200
353,2,133660800
353,3,136166400
353,6,222451924
353,7,222451924
354,1,121219200
354,2,133660800
354,3,136166400
354,7,222451924
354,6,222451924
355,1,121219200
355,2,133660800
355,3,136166400
355,7,222451924
355,6,222451924
356,1,121219200
356,2,133660800
356,3,136166400
356,6,222451924
356,7,222451924
357,1,121219200
357,2,133660800
357,3,136166400
357,7,222451924
357,6,222451924
358,1,121219200
358,2,133660800
358,3,136166400
358,6,222451924
358,7,222451924
359,1,121219200
359,2,133660800
359,3,136166400
359,6,222451924
359,7,222451924
360,1,121219200
360,2,133660800
360,3,136166400
360,7,222451924
360,6,222451924
361,1,121219200
361,2,133660800
361,3,136166400
361,7,222451924
361,6,222451924
362,2,154569600
362,3,157161600
362,1,192499200
362,6,210181399
362,7,210181399
363,2,145238400
363,7,202248434
363,6,202248434
363,3,217728000
364,2,145238400
364,6,202248434
364,7,202248434
364,3,217728000
365,2,145238400
365,7,202248434
365,6,202248434
365,3,217728000
366,2,145238400
366,7,202248434
366,6,202248434
366,3,217728000
367,2,145238400
367,6,202248434
367,7,202248434
367,3,217728000
368,6,207369559
368,7,207369559
368,1,212371200
368,2,223257600
368,3,224467200
369,6,207369559
369,7,207369559
369,1,212371200
369,2,223257600
369,3,224467200
370,7,207369559
370,6,207369559
370,1,212371200
370,2,223257600
370,3,224467200
371,3,187747200
371,2,187747200
371,7,201053978
371,6,201053978
372,3,187747200
372,2,187747200
372,7,201053978
372,6,201053978
373,3,187747200
373,2,187747200
373,6,201053978
373,7,201053978
374,2,159062400
374,3,174960000
374,7,210377015
374,6,210377015
375,1,86918400
375,2,154569600
375,3,161136000
375,7,208800781
376,2,165024000
376,3,193104000
376,6,208972178
376,7,208972178
377,2,111196800
377,3,142387200
377,10,211546800
377,10,211564800
378,7,210820837
378,4,216259200
378,2,216259200
378,5,218592000
378,3,218592000
379,2,217987200
379,3,220579200
379,4,221788800
379,5,224380800
380,2,218332800
380,6,222206781
380,3,223257600
380,1,223257600
381,2,218332800
381,6,222206781
381,3,223257600
381,1,223257600
382,2,218332800
382,6,222206781
382,3,223257600
382,1,223257600
383,2,170380800
383,3,186192000
383,6,207335673
383,7,207335673
384,2,170380800
384,3,186192000
384,6,207335673
384,7,207335673
385,2,170380800
385,3,186192000
385,6,207335673
385,7,207335673
386,2,182217600
386,3,203299200
386,6,208727861
386,7,208727861
387,2,182217600
387,3,203299200
387,6,208727861
387,7,208727861
388,1,132278400
388,2,139536000
388,6,201510345
388,7,201510345
388,3,207878400
389,2,86227200
389,3,88214400
389,1,88214400
389,7,215728078
389,10,217652400
390,1,74822400
390,6,208599746
390,7,208599746
390,10,210355200
391,1,5443200
391,2,147744000
391,3,150681600
391,7,222298817
392,2,153964800
392,3,166492800
392,7,201890430
392,6,201890430
393,2,153964800
393,3,166492800
393,7,201890430
393,6,201890430
394,2,153964800
394,3,166492800
394,6,201890430
394,7,201890430
395,2,153964800
395,3,166492800
395,6,201890430
395,7,201890430
396,2,157420800
396,3,186019200
396,6,208779711
396,7,208779711
396,1,210384000
397,2,81907200
397,1,168134400
397,7,208226012
397,4,212112000
398,2,196473600
398,6,209381282
398,7,209381282
398,3,212284800
399,2,196473600
399,6,209381282
399,7,209381282
399,3,212284800
400,2,196473600
400,6,209381282
400,7,209381282
400,3,212284800
401,2,196473600
401,7,209381282
401,6,209381282
401,3,212284800
402,2,196473600
402,7,209381282
402,6,209381282
402,3,212284800
403,1,77068800
403,2,148694400
403,3,150595200
403,6,212455562
404,1,77068800
404,2,148694400
404,3,150595200
404,6,212455562
405,1,77068800
405,2,148694400
405,3,150595200
405,6,212455562
406,1,77068800
406,2,148694400
406,3,150595200
406,6,212455562
407,1,77068800
407,2,148694400
407,3,150595200
407,6,212455562
408,1,77068800
408,2,148694400
408,3,150595200
408,6,212455562
409,1,77068800
409,2,148694400
409,3,150595200
409,6,212455562
410,1,77068800
410,2,148694400
410,3,150595200
410,6,212455562
411,1,77068800
411,2,148694400
411,3,150595200
411,6,212455562
412,1,77068800
412,2,148694400
412,3,150595200
